barcode,name,price,cost_price,category,brand,specification,manufacturer,imageUrl,note
6951582501208,0120时宾杯,12.0,0.0,10,,,,,
6924615600124,012杯,39.0,0.0,10,,,,,
6902890233893,0趣儿,3.0,0.0,QS,,,,,
6927285489174,1.5广口壶,98.0,0.0,10,,,,,
6927285412264,1.5广口壶,178.0,0.0,10,,,,,
6928081500087,10*200沙棘,68.0,60.0,QS,,,,,
6927849460311,100好巴适,7.8,0.0,QS,,,,,
6901668001566,104奥利奥,11.8,6.0,QS,,,,,
6945702065527,1082真空壶,58.0,0.0,10,,,,,
6945702065534,1083真空壶,80.0,0.0,10,,,,,
6930799504462,108乐吧,8.5,0.0,QS,,,,,
6936850400056,115奶酪,13.8,9.0,QS,,,,,
6936850400018,118奶贝,13.8,8.5,QS,,,,,
6922824588004,120真巧,5.8,0.0,QS,,,,,
6949338201304,126雅斯顿蛋挞饼,5.8,0.0,QS,,,,,
6943408000392,128大刀溜牛,35.0,26.5,QS,,,,,
6942375381480,150ML保温杯,38.0,16.0,10,,,,,
6937481800062,150g牦牛肉干,38.0,0.0,QS,,,,,
"6922824587984, 6952389210034",156真巧,8.8,4.2,QS,,,,,
6901028143493,1575土楼,20.0,17.5,02,,,,,
6932459700429,160唐记胡豆,5.8,0.0,QS,,,,,
6921189510187,165德国缇米珑,9.5,0.0,QS,,,,,
6925509900047,168LED球灯,25.0,7.5,10,,,,,
6925509900214,168LED球灯,65.0,32.0,10,,,,,
6973539830339,16卡,55.0,21.0,10,,,,,
6920638588296,170火腿,4.5,0.0,QS,,,,,
6936152000893,180民族村3合1,11.8,0.0,QS,,,,,
6943408000156,198溜溜牛手撕,68.0,48.0,QS,,,,,
6954695190314,1号电池,8.0,3.2,10,,,,,
69027086,2.5,2.5,0.0,QS,,,,,
6935065900023,200沙棘,7.0,0.0,04,,,,,
6903148045183,200海飞丝,35.0,0.0,10,,,,,
"6903148093627, 6903148093658, 6903148093719",200潘婷,29.8,14.0,10,,,,,
6903148048818,200飘柔,19.8,11.5,10,,,,,
6911988007193,20枚达利园,13.0,7.1,QS,,,,,
6922145801325,210凤瓜,17.8,0.0,QS,,,,,
6941141901167,210青稞酒刚壶,28.0,13.0,03,,,,,
6901668053633,232奥利奥双心脆,18.8,11.9,QS,,,,,
6901668005809,233奥利奥,18.8,0.0,QS,,,,,
6943408000248,248风干,99.8,75.0,QS,,,,,
6920638588302,260火腿,6.5,0.0,QS,,,,,
6922766220062,268沙棘,8.5,0.0,04,,,,,
6941125903767,268苏打饼,11.8,0.0,QS,,,,,
6920609900386,280江津米花糖,12.8,0.0,QS,,,,,
6953087500069,28钢盆,15.0,0.0,10,,,,,
6940553360036,2升大可乐,12.0,0.0,QS,,,,,
6953392510388,2升雪碧,8.0,0.0,QS,,,,,
"6919892633101, 6919892633309, 6919892633606, 6919892633804, 6919892641205, 6919892990051, 6920731761800",3+2,6.8,0.0,QS,,,,,
6919892995162,3+2,7.8,0.0,QS,,,,,
6919892553201,3+2卷,6.8,0.0,QS,,,,,
"6919892633200, 6920731761008",3+2饼,6.8,0.0,QS,,,,,
6922766220093,30沙棘酒,128.0,0.0,03,,,,,
6973539830346,32卡,58.0,0.0,10,,,,,
6911988040886,360软面包,14.8,0.0,QS,,,,,
6958833700076,36钢盆,20.0,0.0,10,,,,,
6901668054098,390奥利奥,19.8,0.0,QS,,,,,
6901668054081,390奥利奥,19.8,13.3,QS,,,,,
6919892641106,3加2饼干,6.8,0.0,QS,,,,,
6920404483480,3合一,6.5,0.0,QS,,,,,
"6903148121627, 6903148179758",400海飞丝,43.5,0.0,10,,,,,
"6903148045008, 6903148045046",400海飞丝,48.0,0.0,10,,,,,
6925332989233,400红糖,13.8,0.0,QS,,,,,
6903148044940,400飘柔,28.0,0.0,10,,,,,
"6903148048825, 6903148048986, 6903148132531",400飘柔,32.5,0.0,10,,,,,
6934660516714,420苏菲,12.8,0.0,10,,,,,
6925733742284,4228水壶,15.0,0.0,10,,,,,
6901668005649,466奥利奥,25.8,0.0,QS,,,,,
6914782203457,4个磨堡,14.8,0.0,QS,,,,,
6923450658925,5     敢不敢    无糖口香糖,6.8,0.0,QS,,,,,
6949352200055,500拉雪花,7.0,4.16,03,,,,,
6954151100055,50度五粮春,258.0,0.0,03,,,,,
6954151100284,50度五粮春,328.0,0.0,03,,,,,
6901668054876,55杯奥,7.8,4.2,QS,,,,,
6920262320071,56奥利奥,9.8,5.0,QS,,,,,
8993175537445,58丽芝士纳宝帝奶酪饼,3.8,1.8,QS,,,,,
6926091463613,5A,13.8,0.0,09,,,,,
6904032030568,5L洗洁精,38.0,35.0,10,,,,,
6901382027859,63五粮液,998.0,0.0,03,,,,,
6933059066083,6608内衣,70.0,35.0,05,,,,,
6933059066984,6698内衣,88.0,40.0,05,,,,,
6931678812739,6味包,5.5,0.0,QS,,,,,
6930799506619,70G乐吧,5.8,0.0,QS,,,,,
6956313600168,70开心果,9.8,0.0,QS,,,,,
6972028301732,713子弹头,55.0,15.0,10,,,,,
6933059007383,738内衣,58.0,23.0,06,,,,,
6935891100017,7天防臭袜,12.0,2.5,10,,,,,
6948562800109,8006九分裤,68.0,0.0,06,,,,,
6927849461660,80好巴适,4.0,0.0,QS,,,,,
6927849461707,80好巴适豆干,4.0,0.0,QS,,,,,
"6914973100268, 6914973100367, 6914973100565",80德芙,12.8,0.0,QS,,,,,
6933059008311,831内衣,48.0,18.0,06,,,,,
6943408000033,88*10溜溜牛,180.0,145.0,QS,,,,,
6943408000293,88*6溜溜牛,120.0,90.0,QS,,,,,
6921982961285,88张飞牛肉,28.0,0.0,QS,,,,,
6943408000309,88溜溜牛,20.0,15.0,QS,,,,,
6918780085923,8杯水,48.0,0.0,10,,,,,
6941716309763,8杯水防晒,48.8,0.0,10,,,,,
6903244370776,8片七度空间,11.0,0.0,10,,,,,
6903244371308,9.8,9.8,0.0,10,,,,,
6914782204386,95磨堡,7.8,0.0,QS,,,,,
6901668005922,97奥利奥,11.8,0.0,QS,,,,,
6943408000286,98溜溜牛手撕,28.0,20.65,QS,,,,,
6901818461240,9果原浆,5.0,0.0,QS,,,,,
6927685801286,A128杯,12.0,0.0,10,,,,,
6922731800695,ABC,13.8,0.0,08,,,,,
6922731800770,ABC,14.8,0.0,08,,,,,
6900067162014,AD钙,6.0,0.0,QS,,,,,
6902083881085,AD钙奶,3.0,0.0,QS,,,,,
6907992519784,AMX草莓奶昔酸奶,9.0,0.0,QS,,,,,
868588281,B281,138.0,45.0,05,,,,,
868588297,B297背包,198.0,60.0,05,,,,,
6944624480166,C03-4背包,218.0,57.0,05,,,,,
6921168500970,C容水,5.0,0.0,QS,,,,,
6907861191196,DIANRETAN,98.0,0.0,10,,,,,
6943538800077,KCC泡猪皮,5.0,2.3,QS,,,,,
6901028075916,LQ,13.0,0.0,QS,,,,,
6945144283534,M50,598.0,0.0,03,,,,,
8858223008172,MIX 混合,8.0,0.0,QS,,,,,
"6914973105379, 6914973600997",M豆,7.8,0.0,QS,,,,,
N067005300,N067005300,8.0,0.0,09,,,,,
6917591135063,NOBB防晒霜,58.0,18.0,10,,,,,
6921004207513,PK脆,9.8,2.5,QS,,,,,
6907992510439,QQ星,3.5,0.0,QS,,,,,
6907992511962,QQ星,4.0,0.0,QS,,,,,
6697992514871,QQ星,10.0,0.0,QS,,,,,
6907992514611,QQ星,70.0,58.0,QS,,,,,
"6920548862837, 6920548867115, 6920952712087",QQ糖,1.0,0.0,QS,,,,,
6920907803419,Q帝,15.8,0.0,QS,,,,,
6933804740015,Q弹凉皮,4.5,1.3,QS,,,,,
6920907803020,Q蒂,16.8,0.0,QS,,,,,
6928497830334,Q豆干,6.5,0.0,QS,,,,,
"6902890233923, 6902890259756, 6902890259763",Q趣,3.0,0.0,QS,,,,,
6935145331068,RIO,12.8,0.0,QS,,,,,
"6935145301016, 6935145301030",RLO,12.8,0.0,QS,,,,,
6947929612362,SHAVATTO蛋卷,7.8,4.2,QS,,,,,
6954432710706,S炫迈,10.0,0.0,QS,,,,,
T-21293901.58,T-21293901.581.90,18.0,0.0,05,,,,,
6958763400053,TANK,88.0,0.0,09,,,,,
8988688822058,TB2205背包,168.0,48.0,05,,,,,
6972826091897,TKK运动水杯,58.0,0.0,10,,,,,
8934760212255,Tipo面包,12.8,0.0,QS,,,,,
6921292708938,V9,8.8,0.0,QS,,,,,
6971227910134,VC片,12.0,0.0,QS,,,,,
6921168550098,V水,5.0,0.0,QS,,,,,
6901028084734,Xl龙韵,28.0,23.85,02,,,,,
6901028024976,X娇,98.0,84.8,02,,,,,
6901028024969,X骄子,10.0,8.48,02,,,,,
6901028051903,YUNYAN,16.0,0.0,02,,,,,
6921544556744,[裤子,78.0,0.0,06,,,,,
6900077003840,l隆力奇,2.0,0.0,10,,,,,
6902538005141,maidong,5.0,0.0,QS,,,,,
6935145315075,rio强爽,12.8,0.0,QS,,,,,
6935145315044,rio强爽,16.0,0.0,QS,,,,,
6935145315303,rio强爽一提,48.0,0.0,QS,,,,,
6935145343030,rio微醺,7.8,0.0,QS,,,,,
"6935145341050, 6935145341128",rio清爽,9.0,0.0,QS,,,,,
6935145341531,rio清爽一提,54.0,0.0,QS,,,,,
6921168599110,vC,5.0,0.0,QS,,,,,
6936096289965,zhac,1.5,0.7,QS,,,,,
6951823300881,一半一半,6.8,0.0,QS,,,,,
"6910731334197, 6970731334191",一次性内裤,18.0,0.0,10,,,,,
"6971580400235, 6971580400266",一次性内裤,28.0,0.0,10,,,,,
6971663702720,一次性四件套,35.0,9.0,10,,,,,
6924670265221,一次性套装,15.0,6.4,10,,,,,
6923074092518,一次性手套,39.8,22.5,10,,,,,
6956934827302,一次性毛巾,10.0,0.0,10,,,,,
"6923074084599, 6976242311065",一次性浴巾,15.0,4.5,10,,,,,
6972653503129,一次性碗,20.0,8.0,10,,,,,
6972008507026,一次性雨衣,8.0,0.0,10,,,,,
6957398508059,一次性雨鞋,28.0,0.0,10,,,,,
6942906202710,一碗冰,5.0,2.0,QS,,,,,
6954971515251,一见锁心杯,98.0,46.0,QS,,,,,
6936481800706,丁家宜,28.0,9.5,10,,,,,
6936481800607,丁家宜,38.0,8.0,10,,,,,
6936481801864,丁家宜防水,48.0,18.0,10,,,,,
6901028137287,七匹狼,8.0,0.0,02,,,,,
6901028141130,七匹狼,10.0,6.7,02,,,,,
"6901028138352, 6901028141437",七匹狼,11.0,0.0,02,,,,,
6901028142151,七匹狼,16.0,0.0,02,,,,,
6926865160076,七巧板,5.0,0.0,QS,,,,,
6903244370769,七度空间,6.5,3.1,10,,,,,
6903244370448,七度空间,6.8,0.0,08,,,,,
6903244370455,七度空间,7.8,0.0,08,,,,,
6903244370981,七度空间,7.8,3.4,08,,,,,
6903244373920,七度空间,11.8,6.0,10,,,,,
6903244370950,七度空间,11.8,6.5,10,,,,,
6903244370974,七度空间,12.8,7.5,10,,,,,
6922731800787,七度空间,15.8,0.0,08,,,,,
6903244373043,七度空间4片,11.8,6.7,10,,,,,
6903244370899,七度空间护垫,6.8,0.0,08,,,,,
6901533121443,万事发,6.5,0.0,QS,,,,,
6922093892413,万和,12.0,0.0,QS,,,,,
6901533201428,万士发,5.8,2.4,QS,,,,,
6901533123164,万士发,6.8,0.0,QS,,,,,
6901028195638,万宝路,16.0,0.0,02,,,,,
6901028143721,万宝路,20.0,0.0,03,,,,,
6901028069878,万宝路,22.0,18.9,02,,,,,
6901028064989,万宝路,25.0,21.0,02,,,,,
4891132018829,万宝路,30.0,19.0,02,,,,,
6945702065220,万宝隆,38.0,19.0,10,,,,,
6945702064292,万宝隆,58.0,24.0,10,,,,,
6945702068153,万宝隆,68.0,0.0,10,,,,,
6945702065503,万宝隆,68.0,26.0,QS,,,,,
6945702065916,万宝隆,98.0,0.0,10,,,,,
6945702063561,万宝隆杯,50.0,24.0,10,,,,,
6945702059359,万宝隆杯,78.0,24.0,10,,,,,
6945702059120,万宝隆杯,88.0,0.0,10,,,,,
6945702065510,万宝隆杯,98.0,0.0,10,,,,,
6959665601098,万宝隆杯,138.0,42.0,10,,,,,
6949810500017,万能充,10.0,0.0,10,,,,,
6949810500321,万能冲,15.0,0.0,QS,,,,,
6921913320709,万能胶,5.0,0.0,10,,,,,
6945702068382,万隆杯,78.0,20.0,10,,,,,
6971663702539,三件套,28.0,7.5,10,,,,,
6942209666066,三只松鼠,12.0,0.0,QS,,,,,
6942209667605,三只松鼠,15.0,0.0,QS,,,,,
6956511998463,三只松鼠xiangguazi,10.0,0.0,QS,,,,,
6956511998425,三只松鼠多味花生,7.0,0.0,QS,,,,,
6935401601133,三只松鼠果乳,6.0,0.0,QS,,,,,
6956511986873,三只松鼠猪肉铺,13.0,0.0,QS,,,,,
6942209652007,三只松鼠瓜子仁,7.8,2.6,QS,,,,,
6942209677062,三只松鼠礼,98.0,0.0,QS,,,,,
6956511996049,三只松鼠素毛肚,8.0,0.0,QS,,,,,
6956511998388,三只松鼠芒果干,15.0,0.0,QS,,,,,
6942209620099,三只松鼠面包,5.0,2.0,QS,,,,,
6956511986378,三只松鼠麻辣牛肉,13.0,0.0,QS,,,,,
6956511998401,三只松鼠黄桃干,13.0,0.0,QS,,,,,
6925696403246,三湘素龙虾,6.0,2.3,QS,,,,,
6926144350150,三笑,4.8,0.0,10,,,,,
6926144350310,三笑牙刷,6.5,0.0,10,,,,,
6926144350228,三笑牙刷,8.0,0.0,10,,,,,
6922734899894,三辉,5.8,0.0,QS,,,,,
6922734886382,三辉麦风,8.8,5.0,QS,,,,,
6922734803389,三面包,9.8,0.0,QS,,,,,
"6926265306807, 6926265329387",上好佳,5.8,0.0,QS,,,,,
6926265344281,上好佳,6.0,0.0,QS,,,,,
6926265307002,上好佳,6.0,2.6,QS,,,,,
"6926265306234, 6926265306258, 6926265307057, 6926265329264",上好佳,6.8,0.0,QS,,,,,
6926265306319,上好佳,6.8,2.75,QS,,,,,
6926265306111,上好佳,7.8,0.0,QS,,,,,
6926265319609,上好佳,7.8,2.7,QS,,,,,
6926265353139,上好佳,7.8,5.0,QS,,,,,
6926265306814,上好佳,8.8,0.0,QS,,,,,
6926265353160,上好佳,9.8,0.0,QS,,,,,
"6926265302007, 6926265302519",上好佳,9.8,5.0,QS,,,,,
"6926265319388, 6926265319395",上好佳,21.8,0.0,QS,,,,,
6926265338280,上好佳田园薯片（番茄味）,8.8,0.0,QS,,,,,
6926265355133,上好佳薯片,5.5,0.0,QS,,,,,
6926265302380,上好佳虾片,9.8,5.0,QS,,,,,
"6930606411136, 6930606411150",下饭菜,2.5,0.0,QS,,,,,
6923807805972,下饭菜,3.0,0.0,QS,,,,,
"6944926000642, 6954448200277",下饭菜,3.5,0.0,QS,,,,,
6952395702288,下饭菜,3.5,1.5,QS,,,,,
"6927393800427, 6927393800441, 6927393800489",下饭菜,3.8,0.0,QS,,,,,
6975064712210,下饭菜,4.5,0.0,QS,,,,,
6954448200109,下饭菜、豆干,3.5,0.0,QS,,,,,
6951088700402,不锈钢盆,15.0,6.0,10,,,,,
6951088700396,不锈钢碗,10.0,3.0,QS,,,,,
6940975400075,不锈钢碗,14.0,0.0,10,,,,,
6928339025621,不锈钢饭碗,15.0,6.0,10,,,,,
6952395700550,与美山椒,3.0,0.0,QS,,,,,
6932394600112,东利,1.5,0.0,QS,,,,,
6921168562909,东方树叶,5.0,0.0,03,,,,,
"6921168558018, 6921168558032, 6921168558049",东方树叶,5.0,0.0,QS,,,,,
6921168596348,东方树叶,5.0,4.5,QS,,,,,
6921168598649,东方树叶,8.0,0.0,03,,,,,
6944034552903,东方美洁,2.0,0.0,10,,,,,
6959780501686,东洋之花,12.0,2.5,10,,,,,
6938951580996,东神虾仔面,6.8,3.3,QS,,,,,
6934502301850,东鹏,6.0,0.0,QS,,,,,
6921168598427,东鹏,8.0,0.0,03,,,,,
6923545970017,丝袜,28.0,10.0,06,,,,,
6933811920400,丫丫腿,11.8,0.0,QS,,,,,
6902088601060,中华,8.0,0.0,10,,,,,
6901028212212,中华,50.0,0.0,02,,,,,
6901028018623,中华,80.0,0.0,02,,,,,
6901028075718,中华全开试,60.0,38.16,02,,,,,
6901028018715,中华双中支,50.0,42.4,02,,,,,
6901308060038,中华铅笔,10.0,4.0,10,,,,,
6901028071468,中南海,11.0,0.0,02,,,,,
6957963200050,中南海,1880.0,0.0,03,,,,,
6901285991233,中怡宝,36.0,27.0,QS,,,,,
6950811200066,中性笔,2.0,0.0,10,,,,,
6932911400829,中性笔,20.0,8.0,10,,,,,
6907766919284,丰特,198.0,0.0,03,,,,,
6907766963584,丰谷,98.0,0.0,03,,,,,
6935471302527,丰谷酒,5.0,0.0,QS,,,,,
6907766454785,丰谷酒,50.0,0.0,03,,,,,
6921326701621,串串,4.8,0.0,QS,,,,,
6901668053862,串奥利奥,3.5,0.0,QS,,,,,
6914253468187,串屋棉花糖,3.8,0.0,QS,,,,,
6921482334206,串泡芙,1.5,0.0,QS,,,,,
6923484413279,丹之美防晒,45.0,0.0,10,,,,,
4897035711447,丹顿磨卡咖啡,6.8,0.0,QS,,,,,
6928590204070,丽滋 松塔,9.8,5.3,QS,,,,,
6921716522850,乌梅,4.8,0.0,QS,,,,,
6901754050218,乌江,1.5,0.0,QS,,,,,
6901754120218,乌江,2.5,0.0,QS,,,,,
6921336821142,乌苏啤酒,15.0,0.0,03,,,,,
"6924743915077, 6924743915084, 6924743915114, 6924743915121, 6924743918627, 6924743918665, 6924743921320",乐事,6.0,0.0,QS,,,,,
"6924743922525, 6924743927155",乐事,7.5,0.0,QS,,,,,
6924743919211,乐事,7.5,4.5,QS,,,,,
"6924743918658, 6924743919273, 6924743919297, 6924743921955, 6924743922518, 6924743923430, 6924743925076, 6924743927162",乐事,7.8,0.0,QS,,,,,
6924743919259,乐事,7.8,4.63,QS,,,,,
6924743919266,乐事,8.8,0.0,QS,,,,,
"6924743915770, 6924743918238",乐事,11.8,0.0,QS,,,,,
6924743927940,乐事,11.8,6.2,QS,,,,,
6924743927902,乐事,12.0,0.0,QS,,,,,
6924743915763,乐事,12.0,6.5,QS,,,,,
6924743927858,乐事,12.8,0.0,QS,,,,,
6924743927919,乐事牛扒听,11.8,6.2,QS,,,,,
6924743915091,乐事薯片,6.0,0.0,QS,,,,,
6924743915848,乐事薯片,11.8,0.0,QS,,,,,
6924743924161,乐事薯片,15.8,9.0,QS,,,,,
"6930799503571, 6930799503601, 6930799503618, 6930799503991",乐吧,3.0,0.0,QS,,,,,
6930799503533,乐吧,3.8,0.0,QS,,,,,
6930799504493,乐吧,8.5,0.0,QS,,,,,
"6930799504486, 6930799504509",乐吧,8.8,0.0,QS,,,,,
6930799503564,乐吧薯片,3.0,0.0,QS,,,,,
6911988018526,乐虎,5.0,0.0,QS,,,,,
6911988042873,乐虎,8.0,0.0,02,,,,,
6945547096762,九分裤,48.0,0.0,06,,,,,
6938944481033,九分裤,78.0,0.0,06,,,,,
"6938276726161, 6938944488063",九分裤,88.0,0.0,06,,,,,
6942491482269,九分裤,128.0,0.0,06,,,,,
6938944481231,九分裤06,48.0,0.0,QS,,,,,
6938360301830,九制话梅,7.8,0.0,QS,,,,,
6928313280015,九寨,188.0,0.0,03,,,,,
6901028029186,九寨沟,50.0,42.4,02,,,,,
6901028029223,九寨沟,315.0,263.0,02,,,,,
6901028029193,九寨沟,485.0,424.0,02,,,,,
6977303930010,九寨沟啤酒,8.0,0.0,02,,,,,
6977303930034,九寨沟啤酒500,12.0,0.0,02,,,,,
6924170186866,九寨珍珠茶,25.0,0.0,QS,,,,,
6975255750199,九寨红,120.0,0.0,QS,,,,,
6901180916515,九州曲奇,6.8,0.0,QS,,,,,
"6901180942989, 6901180943085",九州曲奇饼,28.0,14.0,QS,,,,,
6950873200004,九阳豆浆,3.5,1.6,QS,,,,,
6950873200981,九阳豆浆,10.0,5.0,QS,,,,,
6921326701560,乡乡美,4.8,0.0,QS,,,,,
6936941000073,乡吧佬,4.5,0.0,QS,,,,,
6932010100200,乡吧佬卤蛋,2.0,0.0,QS,,,,,
6956338500108,乡吧佬猪蹄,9.5,0.0,QS,,,,,
6941455501848,乡吧佬蛋,1.5,0.0,QS,,,,,
6941455501855,乡吧佬蛋,4.5,0.0,QS,,,,,
6956338500139,乡吧佬鸡腿,7.8,0.0,QS,,,,,
6950155100077,乡吧老鹌鹑蛋,1.5,0.7,QS,,,,,
6971252020020,乡巴佬,2.0,0.7,QS,,,,,
6934751900026,乡巴佬,4.5,2.3,QS,,,,,
6932298401143,乡巴佬,8.8,4.6,QS,,,,,
6921413231789,二锅头,7.0,0.0,03,,,,,
6901070600128,云南白药,16.0,8.0,10,,,,,
6901070602429,云南白药,26.8,0.0,10,,,,,
6901070601088,云南白药,45.0,0.0,10,,,,,
6901070601156,云南白药牙刷,10.0,0.0,09,,,,,
6901070600159,云南白药牙膏,25.0,0.0,10,,,,,
6901070600883,云南白药牙膏,25.0,0.0,QS,,,,,
6901070600135,云南白药膏,16.0,8.0,10,,,,,
6901070600890,云南白药膏,25.0,10.0,10,,,,,
6972195502123,云泰仑袜子,15.0,0.0,10,,,,,
6901028339889,云烟,15.0,0.0,02,,,,,
6901028339940,云烟,17.0,0.0,02,,,,,
6901028318549,云烟,22.0,0.0,02,,,,,
6901028331289,云烟,60.0,0.0,QS,,,,,
6901028051996,云烟 大重九,100.0,0.0,QS,,,,,
6901028051606,云烟印象庄园,45.0,36.04,02,,,,,
6901028340663,云烟细珍,35.0,26.3,02,,,,,
6939544200055,云片糕,7.5,3.8,QS,,,,,
6901028313841,云端,100.0,0.0,02,,,,,
6907766901975,五星丰,65.0,0.0,03,,,,,
6907766968282,五星丰,68.0,0.0,03,,,,,
"6907766960637, 6907766968749",五星丰谷,98.0,0.0,03,,,,,
6943010209923,五星珍藏酒,48.0,0.0,03,,,,,
6931484721089,五星酒,198.0,0.0,03,,,,,
6901028024020,五牛,3.0,0.0,02,,,,,
6901382115976,五粮尊,2980.0,0.0,QS,,,,,
6954151100017,五粮春,288.0,0.0,03,,,,,
6901382116348,五粮春,368.0,368.0,03,,,,,
6901382103355,五粮液,1180.0,870.0,03,,,,,
6901382097777,五粮液,1380.0,860.0,03,,,,,
6935517706029,五粮液竹荪,138.0,50.0,03,,,,,
6901382004416,五粮醇,98.0,32.0,03,,,,,
6901382082858,五粮醇,98.0,48.0,03,,,,,
6901382036097,五粮醇,128.0,70.0,03,,,,,
6901382001736,五粮醇,138.0,0.0,03,,,,,
6901382085064,五粮醇,168.0,0.0,QS,,,,,
6901382087594,五粮醇,188.0,120.0,QS,,,,,
6901028146173,五粮醇香,35.0,30.0,02,,,,,
6943544371028,五谷元气,13.8,0.0,QS,,,,,
6938270512227,五香胡豆,8.0,3.8,QS,,,,,
6940377286222,五香蛋,1.5,0.0,QS,,,,,
6901642061036,亨氏米粉,16.8,0.0,QS,,,,,
6932024200026,亨裕夹心饼,3.8,0.0,QS,,,,,
6932024200781,享欲蛋味酥,1.5,0.63,QS,,,,,
6901197125511,亮万家节能灯,28.0,0.0,10,,,,,
6935284455595,亲嘴,1.0,0.0,QS,,,,,
6935284400021,亲嘴烧,1.0,0.0,QS,,,,,
6935284400038,亲嘴烧,1.0,0.7,QS,,,,,
6935284400373,亲嘴烧,5.0,2.5,QS,,,,,
6935284416107,亲嘴烧,23.0,0.0,QS,,,,,
6935284417586,亲嘴烧2,5.0,2.5,QS,,,,,
6930483230882,亲柠抽纸,4.5,0.0,10,,,,,
6932929010195,亲纯,18.0,8.0,10,,,,,
6932929010188,亲纯纸,4.0,0.0,10,,,,,
6920576021169,人参酒,28.0,0.0,QS,,,,,
6940586707136,今日初榨,5.0,0.0,QS,,,,,
6921555524886,今麦郎,6.0,0.0,QS,,,,,
"6921555524671, 6921555526835",今麦郎,7.0,0.0,QS,,,,,
6921555539668,今麦郎安徽板面,7.0,0.0,QS,,,,,
6921555578001,今麦郎火锅面,6.0,0.0,QS,,,,,
6921555581124,今麦郎香锅麻辣牛油锅,7.0,0.0,QS,,,,,
6921747688983,仙笛棉花糖,4.5,0.0,QS,,,,,
6920616317795,仙米酥黑皮,5.5,2.5,QS,,,,,
6920616317894,仙米饼,18.8,0.0,QS,,,,,
6920208921997,代康,3.0,0.0,QS,,,,,
6923450603550,代彩,5.5,0.0,QS,,,,,
6920208923021,代面,2.5,0.0,QS,,,,,
6925303770006,代面,3.5,0.0,QS,,,,,
6907992514222,件果粒,40.0,30.0,QS,,,,,
6907992824321,伊利冰淇淋,8.0,4.0,QS,,,,,
6907992440057,伊利奶粉,32.0,0.0,QS,,,,,
6907992514123,伊利果果昔,6.0,0.0,QS,,,,,
6907992514062,伊利红枣核桃奶,6.0,3.4,QS,,,,,
"6907992100012, 6907992521206",伊利酸奶,3.0,0.0,QS,,,,,
6907992507095,伊利金典,6.0,0.0,QS,,,,,
6943591300200,伊卡乐,5.8,0.0,QS,,,,,
6943591300217,伊卡乐棉花糖,7.8,0.0,QS,,,,,
6935072121978,伊布丁,15.8,0.0,QS,,,,,
6907992502052,伊纯,70.0,57.0,QS,,,,,
"6907992502588, 6907992505459",伊酸,3.0,0.0,QS,,,,,
6957134100028,众豪鸡腿,6.8,0.0,QS,,,,,
6926475204290,优乐美,1.0,0.0,QS,,,,,
6971002300198,优特500,78.0,0.0,10,,,,,
6944711600019,优级火腿肠,10.0,0.0,QS,,,,,
6907992100043,优酸乳,3.0,0.0,QS,,,,,
6946351553878,伞,35.0,15.8,10,,,,,
"6912003043394, 6975451130177",伞,38.0,0.0,10,,,,,
"6973964080033, 6975451131662, 6975451133550, 6975451133628, 6975451135813",伞,38.0,15.0,10,,,,,
6946351553656,伞,38.0,15.8,10,,,,,
6912003033395,伞,38.0,18.8,10,,,,,
6901028029001,传奇,20.0,0.0,02,,,,,
6901028042086,传奇,25.0,22.6,02,,,,,
6971019010561,传奇跳跳糖,3.5,0.0,QS,,,,,
6910019006945,伢伢乐,7.5,0.0,09,,,,,
6934203488089,体裤,98.0,0.0,10,,,,,
6940498000103,余结,4.5,1.5,QS,,,,,
6949050000193,佰仕蛋糕,7.8,0.0,QS,,,,,
6970448680031,佳吃香豆干,4.8,2.5,QS,,,,,
6918316001144,佳期,8.5,0.0,10,,,,,
6918316000772,佳期日用,6.8,0.0,08,,,,,
6903148018194,佳洁士,6.0,0.0,10,,,,,
6903148183786,佳洁士,10.0,4.0,10,,,,,
6903148028155,佳洁士牙膏,8.5,4.0,10,,,,,
6935658129657,佳琪,58.0,19.0,QS,,,,,
6935658128766,佳琪,68.0,20.0,10,,,,,
6935658126090,佳琪,78.0,22.0,10,,,,,
6935658119054,佳琪,78.0,24.0,10,,,,,
6935658124324,佳琪保温杯,78.0,30.0,10,,,,,
6935658114325,佳琪保温杯,88.0,32.0,10,,,,,
6935658124225,佳琪保温杯,98.0,24.0,10,,,,,
6935658100069,佳琪吊带杯,88.0,28.0,10,,,,,
6935658123068,佳琪商务杯,78.0,27.0,10,,,,,
6943398382126,佳琪太空壶,68.0,0.0,08,,,,,
6943398322603,佳琪杯,39.0,0.0,10,,,,,
6943398383291,佳琪杯,45.0,0.0,08,,,,,
"6943398350132, 6943398350248",佳琪真空壶,198.0,0.0,10,,,,,
6943398383277,佳琪高真空,198.0,0.0,08,,,,,
6903263251827,佳雪,68.0,0.0,09,,,,,
6903263251810,佳雪、美肤堂,48.0,0.0,09,,,,,
4610093670989,俄罗斯饼,17.8,0.0,QS,,,,,
4600648575234,俄罗斯饼,19.8,0.0,QS,,,,,
6914789018825,保宁醋,6.5,0.0,QS,,,,,
6936711122318,保暖裤,48.0,0.0,06,,,,,
"6948766800097, 6948766800202",保暖裤,78.0,0.0,QS,,,,,
6974216699034,保暖裤,88.0,0.0,10,,,,,
"6920556902068, 6995356280081",保温杯,38.0,0.0,10,,,,,
