barcode,name,price,cost_price,category,brand,specification,manufacturer,imageUrl,note
6926468001844,天府花生,4.0,0.0,QS,,,,,
6905175010370,天马,5.8,0.0,QS,,,,,
6905175981199,天马梅子,4.0,0.0,QS,,,,,
6916597573510,太妃糖,6.0,0.0,QS,,,,,
"6901668200082, 6901668200235, 6901668200303",太平苏打,5.8,0.0,QS,,,,,
6901668200013,太平苏打饼,5.8,0.0,QS,,,,,
6921899992037,太空杯,18.0,0.0,10,,,,,
6951582500171,太空杯,25.0,0.0,08,,,,,
6975451131327,太阳伞,38.0,0.0,10,,,,,
6901028033602,太阳神鸟,20.0,0.0,02,,,,,
6954337100015,太阳能电筒,25.0,0.0,09,,,,,
6934000603685,头子,28.0,0.0,10,,,,,
6974875690694,头子,48.0,0.0,10,,,,,
6973134410837,头巾,15.0,3.8,05,,,,,
6907766621637,头曲,15.0,0.0,QS,,,,,
3830041934685,头灯,38.0,0.0,10,,,,,
6944905001363,夹子,5.0,0.0,10,,,,,
6919892553300,夹心卷,7.8,0.0,QS,,,,,
6943842001122,夹心山楂,5.8,2.6,QS,,,,,
4897079187505,夹心海台,9.8,0.0,QS,,,,,
"4897079187482, 4897079187499",夹心海苔,9.8,0.0,QS,,,,,
6923106663839,夹心糖,4.8,0.0,QS,,,,,
9555627102350,夹心饼,6.8,0.0,QS,,,,,
6919892553508,夹心饼干,7.5,3.0,QS,,,,,
6936341300322,奇客,5.8,0.0,QS,,,,,
8000500126325,奇趣蛋,23.5,0.0,QS,,,,,
6940753500140,套内衣,158.0,0.0,06,,,,,
"6932798716204, 6932798718031, 6932798720065",套尺,3.0,0.0,10,,,,,
6932798716129,套尺,4.0,1.4,10,,,,,
"6932798716051, 6932798725206",套尺,5.0,0.0,10,,,,,
6937449360485,套秋衣,95.0,32.0,06,,,,,
6901668933232,奥丽奥,12.8,0.0,QS,,,,,
6901668934888,奥丽奥,12.8,6.5,QS,,,,,
"6901668005793, 6901668935922",奥丽奥,18.8,0.0,QS,,,,,
6901668935946,奥丽奥,18.8,10.0,QS,,,,,
6901668935908,奥丽奥,19.8,10.0,QS,,,,,
6901668935984,奥丽奥,27.8,18.5,QS,,,,,
"6901668005748, 6901668054159, 6901668054166",奥利奥,4.5,0.0,QS,,,,,
"6901668935649, 6901668935663",奥利奥,5.8,0.0,QS,,,,,
6901668054050,奥利奥,7.5,0.0,QS,,,,,
"6901668053893, 6901668054067",奥利奥,7.8,0.0,QS,,,,,
6901668936318,奥利奥,7.8,3.6,QS,,,,,
6901668054357,奥利奥,8.8,0.0,QS,,,,,
"6901668005960, 6901668053787",奥利奥,9.8,0.0,QS,,,,,
6901668005946,奥利奥,9.8,5.3,QS,,,,,
6901668004772,奥利奥,9.8,6.0,QS,,,,,
6901668928108,奥利奥,10.0,5.0,QS,,,,,
6901668934383,奥利奥,10.8,5.5,QS,,,,,
7622300136055,奥利奥,12.0,0.0,QS,,,,,
8992760223015,奥利奥,12.0,5.3,QS,,,,,
"6901668005724, 6901668005731, 6901668005915, 6901668934925, 6901668935724, 6901668935748, 6901668935762",奥利奥,12.8,0.0,QS,,,,,
6901668005717,奥利奥,12.8,5.0,QS,,,,,
6901668932600,奥利奥,12.8,6.8,QS,,,,,
"6901668005779, 6901668054364",奥利奥,18.8,0.0,QS,,,,,
6901668054180,奥利奥,19.8,0.0,QS,,,,,
6901668005816,奥利奥,23.0,17.5,QS,,,,,
6901668935960,奥利奥,28.8,0.0,QS,,,,,
6901668005755,奥利奥116克,12.8,5.0,QS,,,,,
6901668005786,奥利奥335,25.0,0.0,QS,,,,,
6901668005762,奥利奥58克,5.8,0.0,QS,,,,,
6901668054074,奥利奥、王子,7.8,0.0,QS,,,,,
6901668934451,奥利奥可可棒,10.8,5.5,QS,,,,,
6901668936332,奥利奥可可脆,7.8,0.0,QS,,,,,
6901668936295,奥利奥可可脆,7.8,3.8,QS,,,,,
6901668002457,奥利奥巧心结,8.8,0.0,QS,,,,,
6901668053510,奥利奥巧脆卷,6.5,3.5,QS,,,,,
6901668004833,奥利奥巧轻脆,9.8,5.3,QS,,,,,
AK27904301XL,奥康裤子,288.0,30.0,05,,,,,
6936891520645,奥特曼,6.5,0.0,QS,,,,,
6936624200028,女丝袜子,3.5,0.0,06,,,,,
6935052600783,女保暖内衣,298.0,0.0,06,,,,,
6932406701103,女保暖裤,48.0,0.0,06,,,,,
6972697398019,女内裤,15.0,5.0,10,,,,,
6971511047898,女内裤,18.0,6.0,10,,,,,
6922037099748,女内裤,38.0,12.0,06,,,,,
6956849980130,女士内裤,38.0,0.0,QS,,,,,
6956416203426,奶优,4.0,0.0,QS,,,,,
6977802012149,奶农棒,3.0,1.4,QS,,,,,
4711602010330,奶嘴,4.0,1.8,10,,,,,
6926251730074,奶干,13.8,0.0,QS,,,,,
6927673300357,奶快,18.0,9.0,QS,,,,,
6927673300456,奶条,18.0,0.0,QS,,,,,
6927673300463,奶条,20.0,9.0,QS,,,,,
6958729606017,奶泡,14.8,0.0,QS,,,,,
"6907992400754, 6907992631264",奶片,2.0,0.0,QS,,,,,
6928568903332,奶瓶,25.0,9.5,10,,,,,
6928451910362,奶瓶,25.8,0.0,09,,,,,
6926475203132,奶茶,4.0,0.0,QS,,,,,
6936546580444,奶豆,6.0,0.0,QS,,,,,
"6959329200322, 6971699770021",奶豆面包,5.0,0.0,QS,,,,,
6932365555892,奶贝,15.8,7.5,QS,,,,,
6958761800510,奶酪饼,2.5,0.0,QS,,,,,
6943986077854,奶酪魔方,15.0,0.0,QS,,,,,
6940593100425,奶香饼,3.8,0.0,QS,,,,,
6920907808179,好、磨、乐鱼,6.8,0.0,QS,,,,,
6920907825602,好丽友,5.8,0.0,QS,,,,,
"6920907801255, 6920907808513",好丽友,6.0,0.0,QS,,,,,
6920907808599,好丽友,6.0,2.7,QS,,,,,
6920907810707,好丽友,7.8,0.0,QS,,,,,
"6920907801729, 6920907802023",好丽友,15.8,0.0,QS,,,,,
"6920907805086, 6920907825565",好丽友,16.8,0.0,QS,,,,,
6920907800654,好丽友,16.8,8.25,QS,,,,,
6920907800913,好丽友68G,5.8,3.0,QS,,,,,
6920907803129,好丽友Q帝,15.8,0.0,QS,,,,,
6920907808575,好丽友土豆片,7.8,4.5,QS,,,,,
6920907801521,好丽友派,14.8,0.0,QS,,,,,
6920907814613,好丽友牙土豆,6.5,2.7,QS,,,,,
6920907800616,好丽友蛋黄派2枚,5.8,3.0,QS,,,,,
6920143500295,好人家,67.8,0.0,QS,,,,,
6920907809909,好利友薯原,10.8,0.0,QS,,,,,
6920907809862,好利友薯原,11.8,0.0,QS,,,,,
6911988009777,好吃点,4.8,0.0,QS,,,,,
"6911988009760, 6911988009784",好吃点,5.8,0.0,QS,,,,,
"6911988009739, 6911988017031, 6911988017048, 6911988017123",好吃点,7.8,0.0,QS,,,,,
"6911988009746, 6911988009753",好吃点,9.8,0.0,QS,,,,,
6911988009814,好吃点散,1.0,0.0,QS,,,,,
6946443700074,好多利盒饼,25.5,0.0,QS,,,,,
"6920907808032, 6920907808117, 6920907808278, 6920907813005",好多鱼,6.8,0.0,QS,,,,,
6925593788248,好子笑酥花生,21.8,0.0,QS,,,,,
6927843461141,好巴适,3.5,0.0,QS,,,,,
"6927849460571, 6927849460588",好巴适,4.8,2.9,QS,,,,,
6927849461141,好巴适豆干,3.8,1.6,QS,,,,,
6927849460823,好巴适豆干,4.0,1.6,QS,,,,,
6927849464777,好巴适金典,8.8,5.0,QS,,,,,
6927849413164,好巴食米饼,11.8,0.0,QS,,,,,
"6942836705916, 6942836705930",好时巧克力,7.5,4.5,QS,,,,,
6928926004176,好来牙膏,8.8,4.0,10,,,,,
9588856191113,好润鸡仔饼,10.8,0.0,QS,,,,,
6926892566087,好粥到,5.0,0.0,QS,,,,,
6907435001357,好迪,10.0,3.0,10,,,,,
6907435001340,好迪50,10.0,3.5,10,,,,,
6958036100673,好食多,8.8,0.0,QS,,,,,
6901683804982,如意郎,15.0,0.0,QS,,,,,
6973647363507,妙可蓝多,19.8,10.0,QS,,,,,
6932066901172,妙脆,4.5,0.0,QS,,,,,
6923721205100,妙脆角,5.5,0.0,QS,,,,,
"6924743920293, 6924743920385",妙脆角,6.0,3.0,QS,,,,,
"6924743920323, 6924743920415",妙脆角,7.8,0.0,QS,,,,,
6920731701103,妙芙,7.8,0.0,QS,,,,,
6920731721200,妙芙,8.8,0.0,QS,,,,,
"6920731701202, 6920731704302",妙芙,9.8,0.0,QS,,,,,
6920731700106,妙芙,13.8,0.0,QS,,,,,
"6920731700205, 6920731700403",妙芙,16.8,0.0,QS,,,,,
6920731703305,妙芙,16.8,9.5,QS,,,,,
6915324867267,妮维维洗面奶,20.0,0.0,10,,,,,
"6915324767246, 6915324812762",妮维维洗面奶,38.0,0.0,10,,,,,
6915324847696,妮维雅,38.0,0.0,10,,,,,
6915324811680,妮维雅,38.0,13.0,10,,,,,
6915324812731,妮维雅,38.0,16.0,10,,,,,
6915324850665,妮维雅唇膏,35.0,15.0,10,,,,,
6915324812755,妮维雅洗面奶,38.0,10.2,10,,,,,
6915324856216,妮维雅防晒,48.0,0.0,10,,,,,
6921971200449,姜醋,9.8,0.0,QS,,,,,
4601614018861,威化,17.8,0.0,QS,,,,,
6903653026059,威化饼,4.8,0.0,QS,,,,,
6926356587764,威化饼,5.8,0.0,QS,,,,,
8993175537469,威化饼干,8.5,4.4,QS,,,,,
"6902227014591, 6902227015208",威化饼干,11.8,0.0,QS,,,,,
6902083883041,娃哈哈,4.0,0.0,QS,,,,,
6902083898618,娃哈哈快线,4.0,0.0,QS,,,,,
6901028032339,娇子,105.0,85.86,02,,,,,
6901028085977,娇子祥云,20.0,0.0,02,,,,,
6901028085946,娇子红芙蓉,11.0,8.8,02,,,,,
6901028085953,娇子红芙蓉,98.0,88.0,02,,,,,
6901028029094,娇子蓝时代,8.0,5.3,02,,,,,
6901028029100,娇子蓝时代,58.0,53.0,02,,,,,
4955814710170,娜丽斯防晒喷雾,138.0,56.0,05,,,,,
6901028046886,子云,13.0,11.5,02,,,,,
6901028046893,子云,105.0,88.0,02,,,,,
"6922222021189, 6922222066883",子弟,1.0,0.0,QS,,,,,
6922222020014,子弟,4.0,0.0,QS,,,,,
"6922222022179, 6922222022193",子弟,4.5,3.2,QS,,,,,
6930690103320,子弹头,32.0,0.0,10,,,,,
6930690100336,子弹头,38.0,13.0,10,,,,,
6990054103601,子弹头,38.0,15.0,10,,,,,
6930690100824,子弹头,38.0,18.0,10,,,,,
6972314515058,子弹头,40.0,16.0,10,,,,,
6930690150904,子弹头,40.0,21.0,10,,,,,
6930690100831,子弹头,48.0,0.0,10,,,,,
6943398323075,子弹头,48.0,13.0,10,,,,,
6957318859025,子弹头,78.0,18.0,10,,,,,
6935658123365,子弹头,88.0,24.0,10,,,,,
6941781201252,子弹头,88.0,27.0,10,,,,,
6941781201269,子弹头,98.0,28.0,10,,,,,
6955793150156,子弹头杯,38.0,13.0,10,,,,,
6931735900638,子热饭,18.8,10.0,QS,,,,,
6903244323208,安付垫,6.8,3.0,10,,,,,
4547691239136,安全套,48.0,0.0,10,,,,,
6946941162114,安全带,138.0,0.0,05,,,,,
6928577126029,安奇娜,48.0,0.0,10,,,,,
6920955315599,安奇娜,48.0,6.5,10,,,,,
6928577142760,安奇娜、补水、,38.0,0.0,09,,,,,
6935442230989,安安芦荟,22.8,0.0,10,,,,,
6907992521169,安幕希,7.0,0.0,QS,,,,,
6907992518220,安幕希,9.0,0.0,QS,,,,,
6907992513553,安慕希,6.0,0.0,QS,,,,,
6907992512570,安慕希,6.0,4.2,QS,,,,,
"6907992513560, 6907992515328",安慕希,7.0,0.0,QS,,,,,
6907992514093,安慕希,7.0,5.5,QS,,,,,
6907992513645,安慕希,9.0,6.5,QS,,,,,
6907992514147,安慕希,10.0,0.0,QS,,,,,
6907992512761,安慕希,60.0,49.0,QS,,,,,
6907992515533,安慕希,70.0,56.0,QS,,,,,
6926052515764,安睡裤,13.8,0.0,10,,,,,
6903244312103,安而乐,7.5,0.0,10,,,,,
6903244612104,安而乐,8.5,0.0,10,,,,,
6921390710000,安舒曼,8.0,0.0,08,,,,,
6971120210577,完美芦荟胶,68.0,0.0,10,,,,,
6977409370444,宏象吊带杯,58.0,18.0,10,,,,,
6977409370451,宏象子弹头,78.0,19.0,10,,,,,
6977409370468,宏象真空杯,65.0,24.0,10,,,,,
6977409370406,宏象真空杯,78.0,24.0,10,,,,,
6936188762505,宝之素莲子,15.8,0.0,QS,,,,,
6936188762468,宝之素莲子百合,15.8,0.0,QS,,,,,
6904032110109,宝宝霜,3.5,0.0,10,,,,,
6942041008802,宝旺,28.0,12.0,QS,,,,,
6932529211107,宝矿力,5.8,0.0,QS,,,,,
6947506555501,家会香饼,5.0,3.0,QS,,,,,
6970298813009,家诘诗牙刷,8.0,0.0,10,,,,,
6901028042956,宽窄,25.0,0.0,02,,,,,
6901028268974,宽窄,35.0,0.0,02,,,,,
6901028042208,宽窄,45.0,0.0,02,,,,,
6901028145466,宽窄,50.0,0.0,QS,,,,,
6901028085915,宽窄,50.0,38.16,02,,,,,
6901028029902,宽窄,100.0,0.0,02,,,,,
6901028042628,宽窄好运,30.0,26.3,02,,,,,
6901028145060,宽窄好运细,30.0,22.5,02,,,,,
6901028146562,宽窄软平安,40.0,30.0,02,,,,,
6901028042741,宽窄逍遥,100.0,67.84,02,,,,,
6901028145787,宽窄醇香中,25.0,20.5,02,,,,,
6934164566673,宽粉,6.5,0.0,QS,,,,,
6949250400069,宽粉,6.8,0.0,QS,,,,,
6924279214040,小儿童牙膏,4.8,3.0,10,,,,,
6955170100262,小刀,5.0,1.5,10,,,,,
6935517101749,小刀,10.0,3.0,10,,,,,
6926292517498,小刀,19.8,7.8,10,,,,,
6941334107260,小剪刀,12.0,0.0,QS,,,,,
6924279216204,小叮当,13.8,0.0,09,,,,,
6924279216310,小叮当、美加净、大宝,13.8,0.0,09,,,,,
6954767415772,小可口可乐,3.0,0.0,QS,,,,,
6936429400173,小吃,3.8,0.0,QS,,,,,
6936429400395,小吃、牛皮、山楂,3.8,0.0,QS,,,,,
6925800017017,小吉米,4.0,0.0,10,,,,,
6920907810684,小呀土豆,6.0,0.0,QS,,,,,
6901028227247,小天子,32.0,27.5,QS,,,,,
9588552348371,小奇趣,18.8,8.5,QS,,,,,
6925303754884,小明同学,6.0,0.0,QS,,,,,
6907992513256,小暢意,2.0,1.0,QS,,,,,
6907992513362,小暢意,10.0,5.0,QS,,,,,
6907992513393,小暢意件,55.0,40.0,QS,,,,,
6920208900626,小杯面,4.0,0.0,QS,,,,,
6950764458644,小棒,2.0,0.0,10,,,,,
6972940082818,小森吧,2.0,0.0,QS,,,,,
6957979700148,小河鱼,6.8,0.0,QS,,,,,
6951214303057,小熊煎饼,12.8,0.0,QS,,,,,
6901028340601,小熊猫,20.0,0.0,QS,,,,,
6901028313544,小熊猫,25.0,18.87,02,,,,,
6973016480699,小牦牛酸奶,10.0,0.0,QS,,,,,
6932585486112,小盆,4.0,1.5,10,,,,,
6935007385567,小盆,5.0,1.6,10,,,,,
6930556800592,小磨香油,7.8,0.0,QS,,,,,
6936885110746,小米辣,2.0,0.0,QS,,,,,
6970211630171,小米锅巴,6.5,3.0,QS,,,,,
6906785230165,小红星,6.0,0.0,03,,,,,
6925303754952,小茗同学,6.0,0.0,QS,,,,,
6913860050341,小角楼,38.0,0.0,03,,,,,
6913860030046,小角楼,58.0,0.0,03,,,,,
6913860061798,小角楼、丰谷酒,45.0,0.0,03,,,,,
6935598464597,小酒窝,28.0,0.0,03,,,,,
6901028333719,小重九,60.0,42.4,QS,,,,,
6958739800047,小金  松茸,128.0,80.0,04,,,,,
6920557920078,小金口沙其玛,18.8,0.0,QS,,,,,
6946056411220,小金口沙琪玛,16.8,0.0,QS,,,,,
6958739800092,小金松茸特级,880.0,440.0,QS,,,,,
6972385881618,小青柠,3.0,0.0,QS,,,,,
"6920208944217, 6937962133450, 6937962133511",小面,4.0,0.0,QS,,,,,
6936203573819,小面包,1.5,0.0,QS,,,,,
6935284415087,小面精,2.0,0.0,QS,,,,,
6914253437527,小颜DOLCE,7.8,0.0,QS,,,,,
6935041525066,小馒头,1.5,0.0,QS,,,,,
6935041525387,小馒头,7.8,0.0,QS,,,,,
6951957205830,小鱼,2.0,0.0,QS,,,,,
6951957205779,小鱼仔,2.0,0.0,QS,,,,,
6925303751036,小鲜,45.0,36.0,QS,,,,,
6971563800151,小麻花,9.8,4.5,QS,,,,,
6921168594368,尖叫,4.0,0.0,QS,,,,,
"6921168504015, 6921168560226, 6921168560240, 6921168594351, 6921168596140",尖叫,5.0,0.0,QS,,,,,
6936021180084,尤莱雅,6.0,2.6,10,,,,,
6927469700873,尤鱼,6.8,0.0,QS,,,,,
6943842000576,山楂,4.5,1.6,QS,,,,,
"6922406901795, 6927486920148, 6933141000117, 6933141000124, 6933141000131, 6934741400024",山楂,4.8,0.0,QS,,,,,
6944565700453,山楂,5.8,0.0,QS,,,,,
6938984410826,山楂,6.5,2.8,QS,,,,,
6952166803640,山楂,7.0,0.0,QS,,,,,
6971937305107,山楂,9.8,0.0,QS,,,,,
6952166803626,山楂,12.8,0.0,QS,,,,,
6952166803633,山楂条,7.0,0.0,QS,,,,,
6901035103794,崂山劲爽,4.0,2.0,QS,,,,,
6911311990031,崃山香毫,38.0,0.0,QS,,,,,
6932632600201,川人小、花生、瓜子,5.5,0.0,QS,,,,,
"6932632601161, 6932632601406",川人小品豆干,6.8,0.0,QS,,,,,
6932632601154,川人豆腐干,6.8,0.0,QS,,,,,
6923365761833,川汉子灯影,21.8,10.5,QS,,,,,
6923365761574,川汉子烧烤牛肉,25.0,10.0,QS,,,,,
6923365700054,川汉子麻辣牛肉,11.0,0.0,QS,,,,,
6975091730034,川浦,12.8,0.0,QS,,,,,
6975091730065,川浦米花糖,12.8,6.5,QS,,,,,
6923807805088,川老雁香油,15.8,0.0,QS,,,,,
6909715090815,川蒲,8.5,0.0,QS,,,,,
6909715125340,川蒲米花糖,11.8,0.0,QS,,,,,
6928548200512,川辣妹豆干,3.8,1.4,QS,,,,,
6924116190933,工作笔记,2.0,0.0,10,,,,,
6924116190988,工作笔记,3.0,0.0,10,,,,,
6901028028493,工字牌小雪茄,6.0,0.0,02,,,,,
6959604400270,工程车,88.0,0.0,09,,,,,
6957028400043,巧克力,3.5,0.0,QS,,,,,
6914973605855,巧克力,20.0,12.5,QS,,,,,
6947668800174,巧奇酥,1.5,0.0,QS,,,,,
6901668053527,巧奥利奥,7.5,4.0,QS,,,,,
"6921408428125, 6921408428354",巧巧牛轧糖,8.8,0.0,QS,,,,,
6901845041996,巧心柔,7.5,0.0,QS,,,,,
6901845042047,巧心柔,12.8,0.0,QS,,,,,
6942209666110,巴旦木,15.0,0.0,QS,,,,,
6970211631819,巴旦木,16.0,8.0,QS,,,,,
6942813801013,巴特酥,16.8,9.8,QS,,,,,
"6921249298895, 6921249298901, 6921249298918",布袋锅巴,5.0,0.0,QS,,,,,
6941665702462,希乐杯,25.0,0.0,10,,,,,
"0500357200000, 6931057000825",帐篷,580.0,280.0,05,,,,,
6972959390027,带胶手套,42.0,30.0,QS,,,,,
6903148158333,帮宝适,58.0,0.0,10,,,,,
"6957542112057, 6957542112200",帽子,25.0,0.0,05,,,,,
A11410068,帽子,25.0,11.0,05,,,,,
6957542112231,帽子,28.0,0.0,05,,,,,
"34080132, 6946179515263",帽子,28.0,10.0,05,,,,,
6936853618649,帽子,30.0,15.0,10,,,,,
A21520222,帽子,35.0,11.0,05,,,,,
"A21520208, A21520213, A51550010, A81580008",帽子,35.0,12.0,05,,,,,
A11410078,帽子,35.0,13.0,05,,,,,
A11410009,帽子,35.0,14.0,05,,,,,
A11410025,帽子,35.0,15.0,05,,,,,
6936853617895,帽子,35.0,18.0,10,,,,,
6946179530556,帽子,38.0,0.0,05,,,,,
6946179527617,帽子,38.0,0.0,10,,,,,
"A31530188, A71570083",帽子,38.0,12.0,05,,,,,
A31530155,帽子,38.0,14.0,05,,,,,
A71570092,帽子,38.0,15.0,05,,,,,
A11410029,帽子,38.0,16.0,05,,,,,
A11410002,帽子,39.0,16.0,05,,,,,
LTDL-001-1,帽子,45.0,15.0,05,,,,,
6946179515256,帽子,48.0,0.0,10,,,,,
A91590127,帽子,48.0,16.0,05,,,,,
"6975851350045, A31530071, A31530074, A31530125",帽子,48.0,17.0,05,,,,,
"A71570042, A71570057",帽子,48.0,18.0,05,,,,,
"A31530124, A31530126",帽子,48.0,19.0,05,,,,,
6953464800010,帽子,48.0,20.0,05,,,,,
A31530076,帽子,52.0,19.0,05,,,,,
A71570073,帽子,65.0,21.0,05,,,,,
A71570072,帽子,65.0,23.0,05,,,,,
A71570047,帽子,65.0,24.0,05,,,,,
6976370810010,帽子,68.0,29.0,10,,,,,
A71570071,帽子,79.0,29.0,05,,,,,
6958729603016,干吃奶贝,15.8,0.0,QS,,,,,
"6920208925476, 6937962104511",干拌面,7.8,0.0,QS,,,,,
"6971407159964, 6971407159988",干脆面,1.5,0.0,QS,,,,,
695751382213,干草莓,14.8,0.0,QS,,,,,
6933297962185,平角裤,48.0,18.0,10,,,,,
6926154012253,年糕,8.0,0.0,QS,,,,,
6927285412271,广口壶,188.0,0.0,10,,,,,
"6920057828171, 6920057828218",广合饼,7.8,0.0,QS,,,,,
6920057828393,广合饼,7.8,4.0,QS,,,,,
6901798101884,庐2,7.0,0.0,03,,,,,
6976581060600,庫吉乐饼,11.8,4.5,QS,,,,,
6944565700460,康佳山楂,5.8,0.0,QS,,,,,
084501618711,康元,4.8,0.0,QS,,,,,
084501952419,康元薯条,5.5,0.0,QS,,,,,
6922456889456,康冰雪梨,45.0,32.0,QS,,,,,
6949723981392,康原,38.0,0.0,10,,,,,
6971639580086,康吉鸟,48.0,0.0,10,,,,,
6971639580109,康吉鸟,98.0,0.0,10,,,,,
6928907510108,康宏花生,7.0,3.7,QS,,,,,
6922456812096,康师傅,4.0,0.0,03,,,,,
"6920208924288, 6921555522417, 6937962109110",康师傅,7.0,0.0,QS,,,,,
6919892633705,康师傅3=2,6.8,0.0,QS,,,,,
6921555524626,康师傅大面,7.0,0.0,QS,,,,,
6937962130381,康师傅大食桶,7.0,0.0,QS,,,,,
6937962145101,康师傅方便面,7.0,0.0,QS,,,,,
6922456889906,康师傅水蜜桃,6.0,0.0,QS,,,,,
6971119042011,康林300,48.0,15.0,10,,,,,
6971119042202,康林800,78.0,24.0,10,,,,,
6920208904372,康桶,6.0,0.0,10,,,,,
6922456805104,康水,3.0,0.0,QS,,,,,
80768258,建达奇趣蛋,10.0,6.0,QS,,,,,
"6927486921282, 6927486921299",开心果,5.5,0.0,QS,,,,,
6956313600199,开心果,6.8,0.0,QS,,,,,
6945958024101,开心果,11.8,0.0,QS,,,,,
6943842001702,开心果,11.8,5.8,QS,,,,,
"6943842000385, 6977749010130",开心果,16.8,8.0,QS,,,,,
6943842000392,开心果,17.8,9.0,QS,,,,,
2200043000000,开瓶器,10.0,0.0,05,,,,,
4710199080566,张君雅,10.8,5.3,QS,,,,,
6954525300227,张奇龙,2.0,0.0,QS,,,,,
"6954525300159, 6954525300173",张奇龙豆干,2.0,0.65,QS,,,,,
"6921982964187, 6921982964286",张飞牛肉,23.0,0.0,QS,,,,,
6921982957981,张飞牛肉,28.0,0.0,QS,,,,,
"6921982965283, 6921982965580",张飞牛肉,30.0,0.0,QS,,,,,
6921982972687,张飞牛肉,35.5,0.0,QS,,,,,
"6921982960288, 6921982960387",张飞牛肉,49.0,0.0,QS,,,,,
6978282210056,弹跳杯,48.0,15.0,10,,,,,
6978282210063,弹跳杯,58.0,16.0,10,,,,,
6926292558835,强人,4.0,0.0,QS,,,,,
6931443900371,强力卡通粘钩,5.0,0.0,10,,,,,
6907376500704,强生,21.8,0.0,10,,,,,
6934984270156,彩琳防晒霜,78.0,19.8,10,,,,,
6959584900968,彩笔,8.0,0.0,10,,,,,
6947880067829,彩笔,12.0,0.0,10,,,,,
6923450662267,彩虹堂,2.5,0.0,QS,,,,,
6907861191301,彩虹杀虫剂,28.0,15.0,10,,,,,
6907861049947,彩虹电热毯,88.0,0.0,10,,,,,
6907861049657,彩虹电热毯,118.0,0.0,10,,,,,
6934662331384,彩虹空气清新剂,22.0,9.8,10,,,,,
6907861191172,彩虹粘鼠板,15.0,6.5,10,,,,,
6923450614150,彩虹糖,3.0,0.0,QS,,,,,
6914782082113,徐沙琪玛,11.8,0.0,QS,,,,,
6914782203730,徐法式饼,8.8,4.8,QS,,,,,
6914782217416,徐福记,3.0,0.0,QS,,,,,
6914782209138,徐福记,9.8,6.6,QS,,,,,
6914782204164,徐福记卷,5.8,0.0,QS,,,,,
6914782083226,徐福记卷心酥,9.8,0.0,QS,,,,,
6914782117129,徐福记橡胶糖,19.8,0.0,QS,,,,,
6914782203594,徐福记沙琪玛,17.8,0.0,QS,,,,,
6914782203600,徐福记沙琪玛,18.8,11.0,QS,,,,,
6914782202597,徐福记沙琪玛,19.8,0.0,QS,,,,,
6914782203549,徐福记沙琪玛,19.8,13.0,QS,,,,,
6914782120228,徐福记牛轧糖。花生糖,29.0,15.5,QS,,,,,
6914782206519,徐福记蜜瓜酥,13.8,0.0,QS,,,,,
6921734924803,得力,3.0,0.0,10,,,,,
6935205352491,得力,4.0,0.0,10,,,,,
6935205352507,得力,38.0,20.4,10,,,,,
6973726149633,得力中性笔,20.0,8.4,10,,,,,
6935205326829,得力盒,32.0,15.0,10,,,,,
6931735901130,得意自热面,14.8,8.5,QS,,,,,
6931735900942,得意自热饭,18.8,11.5,QS,,,,,
6931735901123,得益自热面,14.8,8.5,QS,,,,,
"6931735900744, 6931735900751",得益自热饭,15.8,10.3,QS,,,,,
"6914973600010, 6914973600041, 6914973600072, 6914973600102, 6914973600164, 6914973604056, 6914973604193",德芙,8.8,0.0,QS,,,,,
6914973100664,德芙,12.8,0.0,QS,,,,,
6914973604285,德芙,19.8,0.0,QS,,,,,
6914973604308,德芙,19.8,10.5,QS,,,,,
6914973605299,德芙,25.5,0.0,QS,,,,,
6914973600324,德芙,48.0,0.0,QS,,,,,
6914973305984,德芙,78.0,0.0,QS,,,,,
6914973600058,德芙,95.0,65.0,QS,,,,,
6914973600089,德芙,95.0,67.5,QS,,,,,
6914973600027,德芙,96.0,0.0,QS,,,,,
6914973604315,德芙96G,18.8,10.5,QS,,,,,
5000159440103,德芙巧丝,3.8,0.0,QS,,,,,
6914973602007,德芙巧丝,38.0,0.0,QS,,,,,
6914973604063,德芙盒,95.0,65.0,QS,,,,,
69029448,德芙铁盒,25.0,19.5,QS,,,,,
6927849460595,徽记豆干,5.8,2.9,QS,,,,,
6922868281190,心相印,4.8,0.0,10,,,,,
6903244952422,心相印,5.0,0.0,10,,,,,
6903244673563,心相印,6.8,0.0,10,,,,,
6903244982108,心相印,10.0,0.0,10,,,,,
Z1D0402000001,心相印,14.0,10.0,10,,,,,
6903244984157,心相印,24.0,16.0,10,,,,,
6903244673570,心相印,28.0,12.8,10,,,,,
6922868283118,心相印,28.0,18.5,10,,,,,
6922868291168,心相印,32.0,18.5,10,,,,,
6903244670050,心相印厨房纸,8.5,0.0,10,,,,,
6922868221219,心相印抽纸,5.0,2.2,10,,,,,
6922868290895,心相印抽纸,6.0,0.0,10,,,,,
6903244984102,心相印抽纸,8.5,0.0,10,,,,,
6922868285464,心相印抽纸,24.0,13.0,10,,,,,
6903244678599,心相印柔纸巾,4.0,0.0,10,,,,,
6903244953238,心相印柔纸巾小,18.0,0.0,10,,,,,
6922868284283,心相印湿巾纸,5.0,2.5,10,,,,,
6922868286003,心相印纸巾,5.0,0.0,10,,,,,
6901826002930,快充,48.0,25.0,10,,,,,
